Age,Occupation,Marital Status,Education Level,Credit Default,Housing Loan,Personal Loan,Contact Method,Campaign Calls,Previous Contact Days
50,blue-collar,divorced,university.degree,no,unknown,no,Telephone,2,999
39,management,married,university.degree,no,no,no,Telephone,2,999
56,services,married,high.school,no,unknown,no,Cell,2,999
44,services,single,high.school,no,no,no,Cell,1,999
45,services,single,university.degree,no,yes,no,Cell,1,999
49,technician,married,professional.course,no,unknown,yes,Cell,14,999
32,technician,divorced,professional.course,no,unknown,yes,Cell,1,999
33,technician,single,professional.course,no,unknown,no,Cell,2,999
47,services,divorced,high.school,no,yes,no,Telephone,2,999
49,blue-collar,single,basic.4y,no,unknown,no,Cell,1,999
27,technician,single,basic.9y,no,unknown,no,Cell,7,999
23,blue-collar,married,high.school,no,unknown,yes,Telephone,3,999
22,student,single,high.school,no,unknown,no,Telephone,6,999
31,admin.,single,university.degree,no,unknown,no,Telephone,2,999
27,services,single,high.school,no,unknown,no,Telephone,1,999
27,admin.,single,university.degree,no,yes,no,Telephone,1,999
45,technician,divorced,high.school,no,unknown,yes,Cell,1,999
39,technician,divorced,professional.course,no,yes,no,Cell,3,999
29,admin.,single,university.degree,no,unknown,no,Cell,1,999
51,unemployed,married,high.school,no,no,no,Telephone,3,999
42,blue-collar,married,basic.9y,no,unknown,unknown,Cell,7,999
28,unemployed,single,high.school,no,unknown,yes,Telephone,3,999
34,housemaid,married,high.school,no,unknown,no,Cell,2,999
78,retired,married,high.school,no,no,no,Cell,5,6
40,blue-collar,married,professional.course,no,unknown,no,Telephone,1,999
35,admin.,married,high.school,no,unknown,unknown,Cell,2,999
54,technician,married,basic.6y,no,yes,no,Cell,17,999
48,retired,divorced,professional.course,no,yes,no,Telephone,2,999
27,services,single,high.school,no,yes,no,Telephone,4,999
37,entrepreneur,single,professional.course,no,unknown,unknown,Cell,5,999
27,student,single,high.school,no,no,no,Cell,1,3
27,blue-collar,married,basic.4y,no,no,no,Cell,7,999
33,blue-collar,married,basic.6y,no,no,unknown,Cell,4,999
42,admin.,single,university.degree,no,unknown,unknown,Cell,1,999
32,technician,married,professional.course,no,unknown,no,Cell,2,999
62,blue-collar,married,basic.9y,no,unknown,yes,Cell,1,999
34,technician,married,basic.9y,no,unknown,no,Cell,1,999
36,admin.,married,professional.course,no,unknown,yes,Cell,1,999
31,unemployed,married,high.school,no,yes,no,Cell,3,999
59,retired,divorced,university.degree,no,unknown,unknown,Cell,1,999
30,technician,single,university.degree,no,unknown,no,Telephone,2,999
29,technician,single,university.degree,no,unknown,no,Cell,2,999
35,technician,married,professional.course,no,no,unknown,Cell,2,999
55,retired,divorced,high.school,no,unknown,no,Telephone,1,999
35,blue-collar,married,professional.course,no,no,no,Telephone,1,999
34,blue-collar,single,high.school,no,unknown,no,Telephone,5,999
48,technician,married,university.degree,no,unknown,unknown,Telephone,1,999
30,admin.,single,university.degree,no,yes,no,Cell,9,999
45,technician,married,university.degree,no,yes,no,Telephone,3,999
48,technician,married,high.school,no,no,no,Cell,3,999
40,entrepreneur,married,basic.4y,no,unknown,no,Telephone,1,999
38,management,married,university.degree,no,no,no,Telephone,5,999
53,self-employed,divorced,professional.course,no,yes,no,Cell,1,999
46,retired,married,basic.4y,no,no,no,Telephone,1,999
32,technician,divorced,professional.course,no,yes,unknown,Telephone,4,999
39,blue-collar,married,basic.9y,no,unknown,no,Telephone,2,999
30,blue-collar,single,university.degree,no,yes,yes,Telephone,1,999
39,blue-collar,single,basic.9y,no,unknown,no,Cell,1,999
29,technician,single,university.degree,no,yes,yes,Telephone,2,999
42,admin.,married,university.degree,no,no,no,Cell,6,999
37,technician,married,professional.course,no,unknown,unknown,Cell,1,999
40,unemployed,single,basic.4y,no,unknown,no,Cell,1,999
36,blue-collar,married,high.school,no,unknown,no,Telephone,1,999
27,blue-collar,married,high.school,no,unknown,no,Telephone,1,999
36,blue-collar,married,basic.9y,no,yes,no,Cell,1,999
58,management,married,university.degree,no,unknown,no,Cell,1,999
32,unemployed,single,university.degree,no,unknown,no,Cell,1,999
46,blue-collar,married,basic.9y,no,no,no,Telephone,1,999
33,admin.,single,high.school,no,yes,no,Telephone,2,999
36,blue-collar,married,basic.9y,no,no,no,Cell,1,999
34,services,married,professional.course,no,unknown,no,Cell,2,999
33,admin.,married,university.degree,no,unknown,yes,Cell,2,999
43,blue-collar,single,basic.9y,no,unknown,unknown,Cell,4,999
44,admin.,married,university.degree,no,unknown,no,Cell,1,999
39,blue-collar,married,basic.6y,no,no,no,Telephone,1,999
48,admin.,married,high.school,no,unknown,unknown,Telephone,1,999
34,management,married,university.degree,no,no,no,Cell,6,999
29,services,single,high.school,no,unknown,no,Cell,1,999
55,unemployed,married,basic.4y,no,unknown,no,Telephone,4,999
49,management,married,university.degree,no,unknown,no,Cell,1,999
32,admin.,single,university.degree,no,unknown,unknown,Cell,9,999
31,management,divorced,basic.6y,no,unknown,no,Telephone,3,999
53,management,married,high.school,no,unknown,no,Cell,1,999
39,blue-collar,married,basic.6y,no,no,no,Telephone,1,999
34,student,single,basic.4y,no,no,no,Telephone,1,999
50,technician,married,university.degree,no,yes,no,Cell,1,999
45,admin.,married,basic.9y,no,unknown,no,Telephone,1,999
53,admin.,single,basic.9y,no,unknown,no,Cell,2,999
49,admin.,married,high.school,no,unknown,no,Cell,1,999
39,entrepreneur,married,high.school,no,unknown,no,Telephone,6,999
32,technician,married,professional.course,no,no,no,Cell,2,999
42,housemaid,married,high.school,no,yes,no,Cell,8,999
40,blue-collar,married,basic.4y,no,unknown,no,Cell,2,999
33,entrepreneur,married,high.school,no,no,no,Telephone,1,999
38,services,married,basic.4y,no,yes,no,Telephone,2,999
42,blue-collar,married,basic.4y,no,yes,no,Telephone,4,999
20,student,single,basic.9y,no,no,no,Cell,2,999
30,blue-collar,married,basic.4y,no,no,no,Telephone,2,999
31,admin.,single,basic.9y,no,unknown,no,Telephone,2,999
36,technician,single,high.school,no,unknown,no,Telephone,3,999
51,housemaid,married,basic.4y,no,yes,no,Cell,2,999
49,management,married,high.school,no,unknown,no,Cell,2,999
44,housemaid,married,high.school,no,unknown,no,Cell,2,999
47,blue-collar,married,professional.course,no,no,yes,Telephone,2,999
39,blue-collar,married,basic.4y,no,yes,no,Telephone,1,999
29,entrepreneur,single,university.degree,no,unknown,no,Telephone,1,999
36,technician,married,professional.course,no,unknown,no,Cell,1,999
27,services,married,high.school,no,yes,no,Telephone,2,999
59,housemaid,married,basic.6y,no,unknown,no,Telephone,1,999
35,admin.,married,high.school,no,unknown,no,Telephone,3,999
59,admin.,single,professional.course,no,no,no,Telephone,4,999
44,blue-collar,married,basic.6y,no,no,yes,Telephone,1,999
58,admin.,married,university.degree,no,unknown,unknown,Telephone,4,999
32,blue-collar,married,basic.9y,no,yes,no,Cell,2,999
35,blue-collar,married,basic.4y,no,unknown,no,Telephone,1,999
34,admin.,single,basic.6y,no,no,unknown,Cell,2,999
46,self-employed,married,basic.4y,no,no,yes,Cell,1,999
63,retired,married,university.degree,no,unknown,no,Telephone,1,999
31,blue-collar,divorced,basic.9y,no,unknown,unknown,Cell,1,999
50,admin.,divorced,high.school,no,yes,no,Cell,6,999
21,blue-collar,single,basic.9y,no,unknown,no,Cell,2,999
43,admin.,married,high.school,no,yes,yes,Cell,1,999
57,retired,single,high.school,no,unknown,no,Telephone,3,999
64,retired,married,high.school,no,unknown,unknown,Cell,1,999
42,services,married,professional.course,no,unknown,yes,Cell,1,999
30,technician,married,professional.course,no,unknown,unknown,Cell,1,999
34,entrepreneur,married,basic.4y,no,yes,no,Telephone,1,999
31,services,married,high.school,no,unknown,yes,Telephone,6,999
31,unemployed,married,university.degree,no,unknown,no,Cell,9,999
24,blue-collar,married,basic.9y,no,yes,no,Telephone,1,999
49,technician,married,university.degree,no,unknown,unknown,Cell,1,999
40,technician,single,university.degree,no,yes,no,Cell,1,999
58,management,married,university.degree,no,unknown,yes,Telephone,1,999
49,housemaid,married,basic.9y,no,unknown,no,Telephone,1,999
25,student,single,university.degree,no,no,no,Cell,3,999
53,admin.,married,high.school,no,no,no,Cell,5,999
27,student,single,basic.9y,no,yes,no,Cell,2,999
36,admin.,married,university.degree,no,unknown,no,Cell,1,999
50,blue-collar,married,high.school,no,yes,unknown,Telephone,2,999
37,admin.,married,high.school,no,yes,no,Telephone,1,999
35,admin.,divorced,university.degree,no,unknown,no,Telephone,4,999
46,admin.,married,high.school,no,unknown,no,Cell,3,999
28,blue-collar,single,high.school,no,unknown,no,Cell,3,999
50,management,married,university.degree,no,yes,yes,Cell,1,999
33,admin.,married,university.degree,no,unknown,unknown,Cell,1,999
75,housemaid,divorced,basic.4y,no,unknown,unknown,Cell,4,999
43,self-employed,married,basic.4y,no,unknown,unknown,Cell,5,999
30,student,married,university.degree,no,unknown,unknown,Cell,3,3
35,admin.,single,university.degree,no,unknown,no,Cell,2,999
31,admin.,single,university.degree,no,unknown,no,Telephone,3,999
59,services,married,high.school,no,yes,no,Cell,3,999
24,management,married,university.degree,no,no,no,Telephone,5,999
28,student,single,basic.9y,no,unknown,no,Telephone,2,999
34,admin.,married,university.degree,no,no,no,Telephone,1,999
30,management,married,university.degree,no,unknown,no,Telephone,1,999
45,admin.,married,high.school,no,unknown,unknown,Telephone,5,999
48,technician,divorced,professional.course,no,yes,no,Cell,1,999
46,admin.,married,high.school,no,unknown,no,Telephone,1,999
35,blue-collar,divorced,basic.9y,no,yes,unknown,Cell,1,999
57,admin.,married,university.degree,no,unknown,no,Cell,1,18
45,technician,married,professional.course,no,unknown,no,Cell,3,999
34,technician,single,professional.course,no,no,no,Cell,3,999
36,admin.,married,professional.course,no,no,no,Cell,1,999
41,blue-collar,married,basic.9y,no,yes,no,Cell,2,999
25,blue-collar,single,basic.4y,no,yes,no,Telephone,1,999
42,management,married,basic.6y,no,unknown,no,Telephone,4,999
29,admin.,single,university.degree,no,unknown,no,Cell,1,9
31,services,married,basic.9y,no,unknown,no,Telephone,2,999
36,self-employed,married,basic.9y,no,unknown,yes,Cell,3,999
34,blue-collar,married,basic.9y,no,unknown,no,Cell,2,999
40,admin.,married,university.degree,no,unknown,no,Cell,3,999
33,admin.,divorced,high.school,no,yes,yes,Cell,2,999
38,admin.,married,university.degree,no,unknown,unknown,Cell,1,999
41,blue-collar,married,basic.6y,no,yes,unknown,Cell,2,999
43,management,married,university.degree,no,unknown,unknown,Telephone,3,999
47,blue-collar,married,basic.4y,no,yes,no,Telephone,5,999
30,services,married,high.school,no,unknown,no,Telephone,2,999
52,retired,married,basic.4y,no,yes,unknown,Cell,4,999
61,entrepreneur,married,university.degree,no,yes,no,Cell,1,999
35,technician,married,professional.course,no,unknown,no,Cell,1,999
32,services,married,high.school,no,unknown,yes,Telephone,1,999
22,services,single,high.school,no,unknown,no,Cell,1,999
36,admin.,married,high.school,no,yes,no,Cell,2,999
27,admin.,married,professional.course,no,unknown,no,Cell,1,999
45,management,married,high.school,no,no,no,Telephone,3,999
37,blue-collar,divorced,high.school,no,yes,no,Cell,5,999
46,admin.,married,high.school,no,yes,no,Telephone,1,999
26,blue-collar,single,high.school,no,no,no,Telephone,1,999
31,technician,single,professional.course,no,unknown,yes,Cell,1,999
35,management,married,professional.course,no,no,no,Telephone,1,999
29,admin.,single,university.degree,no,unknown,no,Telephone,2,999
26,admin.,single,basic.9y,no,no,no,Telephone,3,999
55,blue-collar,married,basic.4y,no,unknown,no,Cell,4,999
58,blue-collar,married,basic.4y,no,yes,yes,Cell,2,999
50,technician,single,university.degree,no,unknown,no,Cell,3,999
35,admin.,married,university.degree,no,no,no,Cell,1,999
52,technician,married,basic.6y,no,unknown,no,Telephone,3,999
46,blue-collar,married,basic.4y,no,unknown,yes,Telephone,8,999
67,retired,married,basic.6y,no,no,no,Cell,2,999
47,services,married,high.school,no,unknown,no,Cell,2,999
30,self-employed,married,high.school,no,unknown,no,Telephone,1,999
39,blue-collar,married,basic.9y,no,yes,no,Telephone,5,999
34,technician,married,basic.9y,no,no,no,Cell,1,999
35,student,single,university.degree,no,unknown,no,Telephone,1,999
42,admin.,divorced,university.degree,no,unknown,yes,Telephone,1,999
40,blue-collar,married,basic.9y,no,unknown,no,Cell,4,999
52,services,married,high.school,no,unknown,no,Cell,1,999
47,technician,married,basic.9y,no,unknown,no,Telephone,2,999
49,services,married,university.degree,no,no,no,Telephone,2,999
45,entrepreneur,married,basic.9y,no,unknown,no,Telephone,16,999
34,admin.,married,high.school,no,unknown,no,Cell,1,999
46,services,married,high.school,no,unknown,no,Cell,2,999
33,retired,married,high.school,no,unknown,no,Cell,1,999
43,technician,married,high.school,no,yes,no,Cell,1,999
61,technician,married,university.degree,no,unknown,no,Cell,2,999
44,technician,single,university.degree,no,yes,no,Telephone,2,999
25,technician,married,university.degree,no,unknown,no,Cell,1,12
32,admin.,single,university.degree,no,no,no,Telephone,3,999
30,blue-collar,married,basic.9y,no,unknown,no,Cell,1,999
45,housemaid,married,high.school,no,no,no,Cell,3,999
38,blue-collar,single,basic.9y,no,yes,unknown,Telephone,1,999
37,self-employed,divorced,professional.course,no,unknown,no,Cell,2,999
43,blue-collar,married,basic.4y,no,unknown,no,Telephone,3,999
32,technician,single,university.degree,no,unknown,no,Cell,1,999
57,admin.,married,university.degree,no,unknown,no,Cell,3,999
40,self-employed,married,university.degree,no,unknown,no,Cell,1,999
23,blue-collar,single,basic.9y,no,unknown,no,Cell,1,999
23,blue-collar,single,professional.course,no,unknown,no,Cell,3,999
34,retired,single,university.degree,no,unknown,unknown,Telephone,2,999
32,self-employed,married,university.degree,no,unknown,no,Cell,1,6
26,admin.,married,high.school,no,yes,unknown,Telephone,5,999
60,retired,married,university.degree,no,unknown,no,Cell,1,999
50,blue-collar,single,professional.course,no,unknown,no,Telephone,2,999
52,management,divorced,university.degree,no,unknown,no,Telephone,4,999
43,technician,single,university.degree,no,unknown,unknown,Telephone,2,999
25,admin.,single,university.degree,no,unknown,yes,Telephone,1,999
30,admin.,single,university.degree,no,unknown,no,Cell,2,999
32,self-employed,married,professional.course,no,no,yes,Cell,2,999
57,management,married,professional.course,no,yes,no,Telephone,3,999
32,technician,single,basic.9y,no,yes,no,Telephone,3,999
28,admin.,single,high.school,no,no,no,Telephone,2,999
45,self-employed,married,university.degree,no,no,yes,Cell,1,999
27,services,single,university.degree,no,unknown,yes,Cell,5,999
45,admin.,married,basic.9y,no,unknown,unknown,Telephone,2,999
49,blue-collar,married,basic.4y,no,yes,no,Telephone,12,999
32,management,divorced,university.degree,no,unknown,unknown,Cell,2,999
32,management,married,university.degree,no,unknown,yes,Cell,1,999
31,admin.,married,basic.9y,no,unknown,no,Cell,11,999
32,admin.,married,university.degree,no,yes,yes,Cell,12,999
38,services,divorced,high.school,no,no,no,Telephone,1,999
39,management,married,university.degree,no,no,yes,Cell,1,999
48,admin.,married,high.school,no,unknown,yes,Telephone,1,999
62,retired,married,professional.course,no,yes,yes,Cell,2,999
42,technician,single,professional.course,no,unknown,no,Telephone,1,999
41,services,single,university.degree,no,unknown,no,Cell,1,4
41,management,married,high.school,no,unknown,no,Cell,1,999
24,admin.,married,high.school,no,unknown,yes,Telephone,2,999
37,admin.,single,university.degree,no,unknown,yes,Cell,4,999
52,management,married,university.degree,no,unknown,no,Cell,3,999
31,blue-collar,married,basic.9y,no,no,no,Cell,2,999
36,services,married,high.school,no,unknown,no,Cell,1,999
47,retired,married,high.school,no,unknown,no,Cell,1,999
57,entrepreneur,divorced,high.school,no,unknown,no,Cell,13,999
31,admin.,single,university.degree,no,unknown,no,Cell,3,999
37,management,married,high.school,no,unknown,no,Cell,1,999
57,admin.,divorced,university.degree,no,unknown,yes,Cell,1,999
32,blue-collar,married,basic.6y,no,unknown,unknown,Telephone,6,999
60,self-employed,married,university.degree,no,yes,no,Cell,4,999
30,blue-collar,single,basic.6y,no,unknown,no,Cell,2,999
19,student,single,basic.9y,no,unknown,no,Telephone,2,999
28,blue-collar,married,basic.6y,no,unknown,no,Telephone,5,999
32,technician,married,university.degree,no,yes,no,Cell,2,999
31,admin.,married,high.school,no,unknown,no,Telephone,5,999
